date,category,published_date,site_name,url,title,summary,content,region,score_ag,keywords,reward_x,rl_score,lgbm_score,reward_y,strategic_score,lgbm_component,strategic_score_norm,final_score,is_top20
2026-08-28,Client,2026-08-28 05:30:00,Naver News,https://www.medicaltimes.com/Main/News/NewsView.html?ID=1170417&ref=naverpc,"[메디칼타임즈] MSD·아스텔라스·한국머크, 요로상피암 시장 복잡한 셈법","방광암(요로상피세포암) 치료 트렌드가 대전환기를 맞이한 가운데, 글로벌 제약사들과 국내 법인들이 얽히고설킨 복잡한 급여 전략 속에서 치열한 수싸움을 벌이고 있다. 최근 1차 치료 시장과 수술 전후 보조요법을 둘러싼 이해관계가 맞물리면서 국내 항암제 시장의 판도를 가를 핵심 변수로 부상했다.국내 요로상피암 시장을 차지 혹은 수성하기 위한 한국MSD, 한국아스텔라스제약, 한국머크 헬스케어의 고민이 더 커지는 양상이다. 왼쪽부터 키트루다, 파드셉, 바벤시오 제품사진이다.28일 제약업계에 따르면, 한국아스텔라스제약과 한국MSD는 국민건강보험공단과 요로상피암 1차 요법인 항체-약물 복합체(ADC) '파드셉(엔포투맙베도틴)'과 면역항암제 '키트루다(펨브롤주맙)' 병용요법의 약가협상을 진행 중이다.","[메디칼타임즈=문성호 기자]방광암(요로상피세포암) 치료 트렌드가 대전환기를 맞이한 가운데, 글로벌 제약사들과 국내 법인들이 얽히고설킨 복잡한 급여 전략 속에서 치열한 수싸움을 벌이고 있다. 최근 1차 치료 시장과 수술 전후 보조요법을 둘러싼 이해관계가 맞물리면서 국내 항암제 시장의 판도를 가를 핵심 변수로 부상했다.국내 요로상피암 시장을 차지 혹은 수성하기 위한 한국MSD, 한국아스텔라스제약, 한국머크 헬스케어의 고민이 더 커지는 양상이다. 왼쪽부터 키트루다, 파드셉, 바벤시오 제품사진이다.28일 제약업계에 따르면, 한국아스텔라스제약과 한국MSD는 국민건강보험공단과 요로상피암 1차 요법인 항체-약물 복합체(ADC) '파드셉(엔포투맙베도틴)'과 면역항암제 '키트루다(펨브롤주맙)' 병용요법의 약가협상을 진행 중이다. 이미 두 차례 협상을 연장해 오는 9월 중순까지 건보공단과 합의점을 찾아내야 하는 상황으로, 합의에 이르지 못할 경우 결렬 혹은 부분 급여 논의로 이어질 가능성도 배제할 수 없다.글로벌 요로상피암 시장에서는 이미 몇 년 전부터 '파드셉-키트루다' 병용요법이 1차 치료의 강력한 표준으로 자리 잡았다. 이런 가운데 최근 또 다른 변수가 급부상했다. 바로 지난 7월 국내 식약처 허가를 받은 '근침윤성 방광암의 수술 전후(Perioperative) 보조요법(KEYNOTE-905 연구 등)' 영역이다. 글로벌 규제 기관의 승인을 거친 이 조기·국소 진행성 치료 전략은 시장 규모가 대단히 크지만, 국내 법인들의 셈법은 한층 더 복잡해졌다.특히 한국MSD의 고민이 깊다. 현재 전이성 1차 치료제로서 키트루다의 건보 급여 협상을 진행 중인 상황에서, 만약 1차 급여가 먼저 성사될 경우 거대한 시장성을 가진 수술 전후 보조요법은 향후 재정 당국의 높은 문턱에 가로막히거나 후순위로 밀려날 수 있기 때문이다.실제로 앞서 삼중음성유방암(TNBC) 1차 치료 급여화 당시, 조기 유방암 단계에서 수술 전후 보조요법으로 이미 키트루다를 썼던 환자들이 정작 전이·재발 후 1차 치료 단계에서는 '이전 면역항암제 투여 이력' 때문에 급여 혜택을 받지 못하는 선례가 발생한 바 있다. 이처럼 조기·보조요법 시장이 먼저 열리거나 꼬일 경우, 나중에 전이성 1차 급여 단계에서 환자들이 치료제 선택에서 배제되는 구조적 모순이 반복될 수 있다는 점이 MSD의 고심을 깊게 만드는 요인이다.다만 MSD 관계자는",local,10,머크,,,0.9090222978191967,,10.0,9.090222978191967,4.545454545454545,7.272315605096998,True
2026-08-28,Distribution,2026-08-25 16:44:00,Naver News,https://www.dailypharm.com/user/news/341777?REFERER=NP,"[데일리팜]보고신약, 추석 맞아 온라인 약국몰 할인·증정 행사","보고신약이 9월 추석 명절을 맞아 온라인팜과 바로팜, 더샵 등 주요 온라인 약국몰에서 약사 대상 프로모션을 진행한다. 이번 행사는 명절을 앞두고 선물용 건강제품을 준비하는 약국의 구매 부담을 낮추고 실질적인 혜택을 제공하기 위해 마련됐다. 보고신약은 9월 한 달간 약국몰별로 추석 시즌에 맞춘 할인·증정 행사를 선보일 예정이다. 온라인팜에서는 추석 분위기를 반영한 세 가지….","보고신약이 9월 추석 명절을 맞아 온라인팜과 바로팜, 더샵 등 주요 온라인 약국몰에서 약사 대상 프로모션을 진행한다. 이번 행사는 명절을 앞두고 선물용 건강제품을 준비하는 약국의 구매 부담을 낮추고 실질적인 혜택을 제공하기 위해 마련됐다. 보고신약은 9월 한 달간 약국몰별로 추석 시즌에 맞춘 할인·증정 행사를 선보일 예정이다. 온라인팜에서는 추석 분위기를 반영한 세 가지…",local,10,바로팜,,,0.889978264516166,,10.0,8.899782645161661,4.545454545454545,7.1580514052788144,True
2026-08-28,BD,2026-08-27 06:02:00,Naver News,https://www.dailypharm.com/user/news/341810?REFERER=NP,[데일리팜]대웅 우판 확보 '자카비 후발약' 시장…염변경제품 또 등장,"대웅제약이 한국노바티스의 희귀 혈액암 치료제 ‘자카비(성분명 룩소리티닙인산염)’ 후발의약품 시장에서 우선판매품목허가(우판권)를 획득하며 독점권 선점에 성공한 가운데, 또 다른 염변경 의약품이 시장 진입을 예고했다. 염변경 의약품은 오리지널의약품의 특허가 종료되는 2027년 1월 15일부터 판매될 예정이다. 26일 식품의약품안전처에 따르면 지난 7월말 ‘룩소리티닙염산염’ 성….","대웅제약이 한국노바티스의 희귀 혈액암 치료제 ‘자카비(성분명 룩소리티닙인산염)’ 후발의약품 시장에서 우선판매품목허가(우판권)를 획득하며 독점권 선점에 성공한 가운데, 또 다른 염변경 의약품이 시장 진입을 예고했다. 염변경 의약품은 오리지널의약품의 특허가 종료되는 2027년 1월 15일부터 판매될 예정이다. 26일 식품의약품안전처에 따르면 지난 7월말 ‘룩소리티닙염산염’ 성…",local,10,노바티스,,,0.9446171515309432,,8.0,9.446171515309432,3.6363636363636367,7.1222483637311145,True
2026-08-28,BD,2026-08-27 19:16:00,Naver News,http://www.finomy.com/news/articleView.html?idxno=260140,"종근당, 2조원 문턱서 '두 성장축' 키운다",현대경제신문 전수연 기자 | 종근당이 도입 의약품을 발판으로 연매출 2조원에 다가서고 있다. 위고비가 매출 상위 품목으로 올라서면서 상품매출 비중도 절반을 넘어섰다. 외형 성장을 이어가는 동시에 자체 연구개발(R&D)에는 꾸준히 자금을 투입하며 바이오시밀러(바이오의약품 복제약)와 항체.,현대경제신문 전수연 기자 | 종근당이 도입 의약품을 발판으로 연매출 2조원에 다가서고 있다. 위고비가 매출 상위 품목으로 올라서면서 상품매출 비중도 절반을 넘어섰다. 외형 성장을 이어가는 동시에 자체 연구개발(R&D)에는 꾸준히 자금을 투입하며 바이오시밀러(바이오의약품 복제약)와 항체,local,10,노바티스,,,0.8808132051120078,,10.0,8.808132051120078,4.545454545454545,7.103061048853864,False
2026-08-28,BD,2026-08-25 15:24:00,Naver News,https://www.pinpointnews.co.kr/news/articleView.html?idxno=480408,"제일약품, 코프로모션 빈자리…새 카드 통할까","제일약품이 자큐보의 성장세에 힘입어 새로운 매출원 확보에 속도를 내고 있다. 지난해 주요 다국적 제약사와의 공동판매 계약 종료로 매출 규모가 크게 줄어든 만큼 자체 제품의 영향력을 키워 감소한 외형을 얼마나 회복할 수 있을지가 관건이다.공동판매 종료로 상품매출 급감…신약 자큐보 '우뚝'25일 금융감독원에 따르면 제일약품의 지난해 연결 기준 매출은 5672억원으로 전년 대비 19.5% 감소했다. 회사는 2021년 7007억원, 2022년 7222억원, 2023년 7264억원, 2024년 7045억원 등 4년 연속 7000억원대 매출을.","제일약품이 자큐보의 성장세에 힘입어 새로운 매출원 확보에 속도를 내고 있다. 지난해 주요 다국적 제약사와의 공동판매 계약 종료로 매출 규모가 크게 줄어든 만큼 자체 제품의 영향력을 키워 감소한 외형을 얼마나 회복할 수 있을지가 관건이다.공동판매 종료로 상품매출 급감…신약 자큐보 '우뚝'25일 금융감독원에 따르면 제일약품의 지난해 연결 기준 매출은 5672억원으로 전년 대비 19.5% 감소했다. 회사는 2021년 7007억원, 2022년 7222억원, 2023년 7264억원, 2024년 7045억원 등 4년 연속 7000억원대 매출을",local,10,코프로모션,,,0.7889879109871639,,13.0,7.889879109871639,5.909090909090909,7.097563829559347,False
2026-08-28,BD,2026-08-28 09:23:00,Naver News,https://www.sedaily.com/article/20084339?ref=naver,"SK바이오팜, ‘세노바메이트 의존’ 낮춘다…목표가 14만 원↑",SK바이오팜(326030)이 새로 도입한 뇌전증 신약 후보물질 ‘오파칼림(Opakalim·BHV-7000)’을 통해 세노바메이트에 집중된 사업 구조를 개선할 것이란 전망이 나왔다. 기존 미국 영업망을 활용해 뇌전증 치료제 시장에서 제품군을 넓힐 수 있다는 분석이다.,SK바이오팜(326030)이 새로 도입한 뇌전증 신약 후보물질 ‘오파칼림(Opakalim·BHV-7000)’을 통해 세노바메이트에 집중된 사업 구조를 개선할 것이란 전망이 나왔다. 기존 미국 영업망을 활용해 뇌전증 치료제 시장에서 제품군을 넓힐 수 있다는 분석이다. 2,local,10,라이선스,,,0.9309526641623964,,8.0,9.309526641623965,3.6363636363636367,7.040261439519834,False
2026-08-28,Distribution,2026-08-26 17:47:00,Naver News,https://www.joongang.co.kr/article/25456421,"지오영, 창사 첫 지속가능경영보고서 발간 “공급 안정성 최우선” | 중앙일보","국내 최대 헬스케어 플랫폼 기업인 지오영이 창사 이후 처음으로 지속가능경영보고서를 발간하고 ESG(환경·사회·지배구조) 경영 중장기 로드맵을 제시했다. 지오영은 26일 의약품 유통과 제3자 물류(3PL), 제4자 물류(4PL), 병원 구매대행(GPO) 등 주요 사업의 ESG 경영 현황과 성과를 담은 ‘2025 지오영 지속가능경영보고서’를 발간했다고 밝혔다. 최우선 ESG 과제로는 국민 건강과 직결되는 의약품 공급 안정성과 사업 연속성 관리를 꼽았다.","국내 최대 헬스케어 플랫폼 기업인 지오영이 창사 이후 처음으로 지속가능경영보고서를 발간하고 ESG(환경·사회·지배구조) 경영 중장기 로드맵을 제시했다. 지오영은 26일 의약품 유통과 제3자 물류(3PL), 제4자 물류(4PL), 병원 구매대행(GPO) 등 주요 사업의 ESG 경영 현황과 성과를 담은 ‘2025 지오영 지속가능경영보고서’를 발간했다고 밝혔다. 최우선 ESG 과제로는 국민 건강과 직결되는 의약품 공급 안정성과 사업 연속성 관리를 꼽았다.",local,10,지오영,,,0.7174834008820767,,15.0,7.174834008820767,6.8181818181818175,7.0321731325651875,False
2026-08-28,BD,2026-08-28 07:02:00,Naver News,https://www.sedaily.com/article/20084224?ref=naver,"기등재 제네릭 약가 인하, 내년 4월로 연기",정부가 기존에 등재된 복제약(제네릭)의 약가 인하 시점을 내년 4월로 늦춘다. 혁신형 제약기업 신규 지정과 약가 인하 시행 사이의 행정적 시차를 해소하고 그로 인한 업계 혼란을 최소화하기 위한 조치다. 27일 보건복지부와 제약 업계에 따르면 복지부와 한국제약바이오협회.,정부가 기존에 등재된 복제약(제네릭)의 약가 인하 시점을 내년 4월로 늦춘다. 혁신형 제약기업 신규 지정과 약가 인하 시행 사이의 행정적 시차를 해소하고 그로 인한 업계 혼란을 최소화하기 위한 조치다. 27일 보건복지부와 제약 업계에 따르면 복지부와 한국제약바이오협회,local,10,제네릭,,,0.9570116121834153,,7.0,9.570116121834154,3.1818181818181817,7.014796945827765,False
2026-08-28,BD,2026-08-28 06:12:00,Naver News,https://www.hitnews.co.kr/news/articleView.html?idxno=78709,약가개편 이후는 '이렇게'… 산정·재평가 실무 한자리서 공유,약가 산정기준 개편이 본격 시행되면서 제약사들의 품목별 약가 영향 분석과 대응 전략 마련이 중요해지고 있는 가운데 히트미디어/히트뉴스는 27일 명인제약 10층 대강당A에서 '히트아카데미 약가 실무 시리즈① - 2026 약가 산정·조정 실무교육: 개편 기준과 품목별 대응 전략'을 개최했다.내년 기등재 의약품 재평가에 따른 약가 인하도 예정된 가운데 관련 제도를 실무 관점에서 짚는 교육이었다.이번 교육에서는 지난 1일부터 시행된 약가 산정·조정기준 개편에 따른 품목별 영향과 대응 전략부터 기등재 의약품 재평가 방향까지 약가 담당자들이.,약가 산정기준 개편이 본격 시행되면서 제약사들의 품목별 약가 영향 분석과 대응 전략 마련이 중요해지고 있는 가운데 히트미디어/히트뉴스는 27일 명인제약 10층 대강당A에서 '히트아카데미 약가 실무 시리즈① - 2026 약가 산정·조정 실무교육: 개편 기준과 품목별 대응 전략'을 개최했다.내년 기등재 의약품 재평가에 따른 약가 인하도 예정된 가운데 관련 제도를 실무 관점에서 짚는 교육이었다.이번 교육에서는 지난 1일부터 시행된 약가 산정·조정기준 개편에 따른 품목별 영향과 대응 전략부터 기등재 의약품 재평가 방향까지 약가 담당자들이,local,10,제네릭,,,0.9476735493423174,,7.0,9.476735493423174,3.1818181818181817,6.958768568781177,False
2026-08-28,BD,2026-08-27 11:56:00,Naver News,https://www.dailypharm.com/user/news/341824?REFERER=NP,[데일리팜]핵심 원료가격 8년새 25%↑…코대원 철수 고민했던 이유,대원제약이 판매 중단을 고려한 ‘코대원정’의 핵심 원료의약품 가격이 8년 전보다 25% 증가한 것으로 나타났다. 대원제약은 37원에 불과한 보험약가로 인한 채산성 악화를 이유로 생산 중단을 결정했지만 처방 수요 공백 우려가 커지자 판매 지속을 결정했다. 코대원 시리즈의 후속 제품으로 등장한 코대원플러스가 시장에 안착했고 코대원의 점유율이 3%에 불과하다는 점도 공급 중단 결….,대원제약이 판매 중단을 고려한 ‘코대원정’의 핵심 원료의약품 가격이 8년 전보다 25% 증가한 것으로 나타났다. 대원제약은 37원에 불과한 보험약가로 인한 채산성 악화를 이유로 생산 중단을 결정했지만 처방 수요 공백 우려가 커지자 판매 지속을 결정했다. 코대원 시리즈의 후속 제품으로 등장한 코대원플러스가 시장에 안착했고 코대원의 점유율이 3%에 불과하다는 점도 공급 중단 결…,local,10,특허만료,,,0.8828745984362787,,9.0,8.828745984362786,4.090909090909091,6.933611226981308,False
2026-08-28,BD,2026-08-28 06:12:00,Naver News,https://www.hitnews.co.kr/news/articleView.html?idxno=78689,"[현장] K원료사들, 완제 약가 깎이자 '개량신약 원료'로 활로 모색",제네릭 약가 인하를 앞두고 국내 원료의약품 업체들이 염변경 등을 활용한 개량신약 사업으로 영역을 넓히고 있다. 원료 공급에 그치지 않고 개량신약 개발을 추진하는 완제의약품 업체를 찾아 협력 기회를 모색하는 모습이다. 약가제도 개편으로 제네릭의 수익성이 낮아지면서 원료업계에서도 새로운 사업 전략이 나타나고 있다.지난 25일부터 27일까지 서울 코엑스에서 열린 ‘CPHI/Hi Korea 2026’ 현장에서는 이 같은 변화를 확인할 수 있었다.,제네릭 약가 인하를 앞두고 국내 원료의약품 업체들이 염변경 등을 활용한 개량신약 사업으로 영역을 넓히고 있다. 원료 공급에 그치지 않고 개량신약 개발을 추진하는 완제의약품 업체를 찾아 협력 기회를 모색하는 모습이다. 약가제도 개편으로 제네릭의 수익성이 낮아지면서 원료업계에서도 새로운 사업 전략이 나타나고 있다.지난 25일부터 27일까지 서울 코엑스에서 열린 ‘CPHI/Hi Korea 2026’ 현장에서는 이 같은 변화를 확인할 수 있었다. 원료의약품 업체들의 부스에서는 기존 원료 공급 사업과 함께 개량신약 개발을 위한 협력 논의가,local,10,약가,,,0.9418859410900154,,7.0,9.418859410900154,3.1818181818181817,6.9240429192673645,False
